Course Code,Title,Subject,Instructor,Sections,Students Enrolled,Average GPA
AAS 100,Intro Asian American Studies,AAS,All Sections,78,2055,3.4885012165450124
AAS 100,Intro Asian American Studies,AAS,"Shin, J.",4,94,3.7379787234042547
AAS 100,Intro Asian American Studies,AAS,"Rosado-Torres, A.",3,80,3.7337499999999997
AAS 100,Intro Asian American Studies,AAS,"Horton, C.",4,112,3.6786607142857144
AAS 100,Intro Asian American Studies,AAS,"Kim, G.",2,48,3.6531249999999993
AAS 100,Intro Asian American Studies,AAS,"Mukhopadhyay, A.",5,126,3.6112698412698405
AAS 100,Intro Asian American Studies,AAS,"Boonsripaisal, S.",6,175,3.5792571428571427
AAS 100,Intro Asian American Studies,AAS,"Lee, S.",4,102,3.529705882352941
AAS 100,Intro Asian American Studies,AAS,"Zheng, R.",9,227,3.5186343612334796
AAS 100,Intro Asian American Studies,AAS,"Atienza, P.",4,107,3.5110280373831775
AAS 100,Intro Asian American Studies,AAS,"Wang, Y.",14,356,3.492612359550562
AAS 100,Intro Asian American Studies,AAS,"Guruparan, A.",4,111,3.4748648648648652
AAS 100,Intro Asian American Studies,AAS,"Gonzalez, D.",3,79,3.401139240506329
AAS 100,Intro Asian American Studies,AAS,"Espiritu, A.",1,27,3.370740740740741
AAS 100,Intro Asian American Studies,AAS,"Uhall, M.",2,56,3.3517857142857146
AAS 100,Intro Asian American Studies,AAS,"Park, D.",2,64,3.33328125
AAS 100,Intro Asian American Studies,AAS,"Kang, Y.",6,157,3.252929936305733
AAS 100,Intro Asian American Studies,AAS,"Thomas, M.",1,32,3.1465625000000004
AAS 100,Intro Asian American Studies,AAS,"Roy, S.",2,52,3.109615384615385
AAS 100,Intro Asian American Studies,AAS,"Chapekar, P.",2,50,3.0539999999999994
AAS 105,Intro to Arab Am Studies,AAS,"Sharif, L.",1,33,3.696969696969697
AAS 120,Intro to Asian Am Pop Culture,AAS,All Sections,3,82,3.5898780487804887
AAS 120,Intro to Asian Am Pop Culture,AAS,"Huang, N.",1,21,3.7776190476190474
AAS 120,Intro to Asian Am Pop Culture,AAS,"Tabares, L.",1,30,3.6229999999999998
AAS 120,Intro to Asian Am Pop Culture,AAS,"Park, D.",1,31,3.4306451612903226
AAS 200,U.S. Race and Empire,AAS,All Sections,7,226,3.522566371681416
AAS 200,U.S. Race and Empire,AAS,"Sawada, E.",2,67,3.7265671641791047
AAS 200,U.S. Race and Empire,AAS,"Tabares, L.",1,30,3.5230000000000006
AAS 200,U.S. Race and Empire,AAS,"Park, D.",1,32,3.46875
AAS 200,U.S. Race and Empire,AAS,"Siglos, D.",1,30,3.467333333333334
AAS 200,U.S. Race and Empire,AAS,"Bui, K.",1,33,3.4345454545454546
AAS 200,U.S. Race and Empire,AAS,"Yan-Gonzalez, V.",1,34,3.3049999999999997
AAS 215,US Citizenship Comparatively,AAS,All Sections,5,157,3.664522292993631
AAS 215,US Citizenship Comparatively,AAS,"Kashani, M.",1,29,3.896551724137931
AAS 215,US Citizenship Comparatively,AAS,"Kwon, S.",1,33,3.889090909090909
AAS 215,US Citizenship Comparatively,AAS,"Park, D.",1,32,3.6978124999999995
AAS 215,US Citizenship Comparatively,AAS,"Compoc, K.",1,32,3.6875
AAS 215,US Citizenship Comparatively,AAS,"Tabares, L.",1,31,3.1503225806451614
AAS 246,Asian American Youth in Film,AAS,"Kwon, S.",3,98,3.881122448979592
AAS 258,Muslims in America,AAS,"Rana, J.",2,50,3.7403999999999993
ABE 100,Intro Agric & Biological Engrg,ABE,All Sections,3,95,3.6874736842105262
ABE 100,Intro Agric & Biological Engrg,ABE,"Bhattarai, R.",2,65,3.727846153846154
ABE 100,Intro Agric & Biological Engrg,ABE,"Tucker, C.",1,30,3.6
ABE 127,Intro Agric & Biological Engr,ABE,"Bhattarai, R.",2,86,3.907093023255814
ABE 141,ABE Principles: Biological,ABE,"Leonelli, L.",1,27,3.098888888888889
ABE 152,Water in Global Environment,ABE,"Kalita, P.",3,574,3.8059756097560986
ABE 199,Water in the Global Environ,ABE,"Kalita, P.",1,22,3.9695454545454543
ABE 223,ABE Principles: Machine Syst,ABE,"Grift, T.",1,23,3.6956521739130435
ABE 224,ABE Principles: Soil & Water,ABE,"Kalita, P.",3,81,3.7399999999999998
ABE 225,ABE Principles: Bioenvironment,ABE,"Zhang, Y.",3,90,3.199555555555556
ABE 226,ABE Principles: Bioprocessing,ABE,"Singh, V.",3,88,3.1637500000000003
ABE 232,Context Intl Interventions,ABE,"Witmer, A.",5,220,3.6805000000000003
ABE 425,Engrg Measurement Systems,ABE,"Grift, T.",3,104,3.8749038461538463
ABE 430,Project Management,ABE,"Davidson, P.",5,463,3.7852699784017276
ABE 436,Renewable Energy Systems,ABE,All Sections,3,91,3.4943956043956037
ABE 436,Renewable Energy Systems,ABE,"Malvandi, A.",1,25,3.8132
ABE 436,Renewable Energy Systems,ABE,"Wang, X.",2,66,3.373636363636363
ABE 457,NPS Pollution Processes,ABE,"Bhattarai, R.",2,51,3.6541176470588232
ABE 469,Industry-Linked Design Project,ABE,"Witmer, A.",3,100,3.7003
ABE 488,Bioprocessing Biomass for Fuel,ABE,"Singh, V.",3,90,3.2115555555555546
ABE 498,Eng Design for Solar SmartHome,ABE,All Sections,2,61,3.918360655737705
ABE 498,Eng Design for Solar SmartHome,ABE,"Stillwell, A.",1,38,3.93
ABE 498,Eng Design for Solar SmartHome,ABE,"Wang, X.",1,23,3.8991304347826086
ABE 498,Special Topics,ABE,"Wang, X.",3,127,3.798188976377953
ABE 501,Graduate Research I,ABE,"Zhang, Y.",1,22,3.909090909090909
ACCY 200,Fundamentals of Accounting,ACCY,All Sections,27,4633,3.442417440103604
ACCY 200,Fundamentals of Accounting,ACCY,,1,41,3.8943902439024387
ACCY 200,Fundamentals of Accounting,ACCY,"Zhang, L.",12,1438,3.6728094575799717
ACCY 200,Fundamentals of Accounting,ACCY,"Green, D.",4,1163,3.647575236457438
ACCY 200,Fundamentals of Accounting,ACCY,"Silhan, P.",10,1991,3.1468709191361124
ACCY 201,Accounting and Accountancy I,ACCY,All Sections,35,4405,3.0923564131668564
ACCY 201,Accounting and Accountancy I,ACCY,"Sumbada, J.",1,35,3.448
ACCY 201,Accounting and Accountancy I,ACCY,,11,406,3.3768719211822664
ACCY 201,Accounting and Accountancy I,ACCY,"Fisher, M.",23,3964,3.0600756811301713
ACCY 202,Accounting and Accountancy II,ACCY,All Sections,42,3807,3.256180719726819
ACCY 202,Accounting and Accountancy II,ACCY,"Siebert, J.",1,33,3.3933333333333335
ACCY 202,Accounting and Accountancy II,ACCY,"Li, X.",2,67,3.3134328358208953
ACCY 202,Accounting and Accountancy II,ACCY,"Kwon, J.",2,60,3.283166666666667
ACCY 202,Accounting and Accountancy II,ACCY,"McNamee, D.",1,35,3.2754285714285714
ACCY 202,Accounting and Accountancy II,ACCY,,7,208,3.2640865384615387
ACCY 202,Accounting and Accountancy II,ACCY,"Shapland, J.",26,3306,3.253408953418028
ACCY 202,Accounting and Accountancy II,ACCY,"O'Neill, P.",1,34,3.235
ACCY 202,Accounting and Accountancy II,ACCY,"Boals, J.",2,64,3.2184375
ACCY 301,Atg Measurement & Disclosure,ACCY,All Sections,61,1744,3.3142373853211007
ACCY 301,Atg Measurement & Disclosure,ACCY,"Lyman, R.",2,68,3.4611764705882355
ACCY 301,Atg Measurement & Disclosure,ACCY,"Mongold, C.",2,57,3.403684210526316
ACCY 301,Atg Measurement & Disclosure,ACCY,"Ulla, J.",2,57,3.397894736842105
ACCY 301,Atg Measurement & Disclosure,ACCY,"Davis, G.",6,156,3.3742307692307683
ACCY 301,Atg Measurement & Disclosure,ACCY,"Vandenberg, A.",3,90,3.356222222222222
ACCY 301,Atg Measurement & Disclosure,ACCY,"Pieper, L.",2,60,3.3560000000000003
ACCY 301,Atg Measurement & Disclosure,ACCY,"Anderson, S.",10,272,3.3408088235294118
ACCY 301,Atg Measurement & Disclosure,ACCY,"Mendoza, S.",4,128,3.3259375
ACCY 301,Atg Measurement & Disclosure,ACCY,"Pachera, S.",3,74,3.32445945945946
ACCY 301,Atg Measurement & Disclosure,ACCY,"Alt, A.",1,27,3.3081481481481485
ACCY 301,Atg Measurement & Disclosure,ACCY,"Johnson, J.",15,438,3.2978082191780818
ACCY 301,Atg Measurement & Disclosure,ACCY,"Jang, H.",3,95,3.2316842105263164
ACCY 301,Atg Measurement & Disclosure,ACCY,"Wolfe, K.",6,170,3.2058235294117647
ACCY 301,Atg Measurement & Disclosure,ACCY,"Ibrahim, A.",1,26,3.1280769230769234
ACCY 301,Atg Measurement & Disclosure,ACCY,"Sougiannis, T.",1,26,3.063846153846154
ACCY 302,Decision Making for Atg,ACCY,All Sections,60,1820,3.4436758241758247
ACCY 302,Decision Making for Atg,ACCY,"Zhang, Z.",4,117,3.6782051282051285
ACCY 302,Decision Making for Atg,ACCY,"Herbold, T.",3,76,3.530789473684212
ACCY 302,Decision Making for Atg,ACCY,"Wu, M.",1,31,3.4841935483870965
ACCY 302,Decision Making for Atg,ACCY,"Sani, J.",13,411,3.458467153284671
ACCY 302,Decision Making for Atg,ACCY,"Curtis, S.",24,732,3.436653005464481
ACCY 302,Decision Making for Atg,ACCY,"Choy, S.",3,98,3.4046938775510203
ACCY 302,Decision Making for Atg,ACCY,"Samet, J.",12,355,3.3523098591549294
ACCY 303,Atg Institutions and Reg,ACCY,All Sections,55,1699,3.3335903472630957
ACCY 303,Atg Institutions and Reg,ACCY,"Schwartz, R.",15,474,3.347004219409282
ACCY 303,Atg Institutions and Reg,ACCY,"Pachera, S.",18,533,3.334127579737336
ACCY 303,Atg Institutions and Reg,ACCY,"Hamm, B.",9,276,3.332463768115942
ACCY 303,Atg Institutions and Reg,ACCY,"Godsell, D.",8,242,3.3323140495867767
ACCY 303,Atg Institutions and Reg,ACCY,"Mendoza, S.",3,121,3.3086776859504132
ACCY 303,Atg Institutions and Reg,ACCY,"Ibrahim, A.",2,53,3.276792452830189
ACCY 304,Accounting Control Systems,ACCY,All Sections,54,1796,3.388674832962138
ACCY 304,Accounting Control Systems,ACCY,"Zhang, Z.",2,75,3.520666666666666
ACCY 304,Accounting Control Systems,ACCY,"Kink, D.",11,351,3.48068376068376
ACCY 304,Accounting Control Systems,ACCY,"Wu, M.",5,169,3.4105917159763313
ACCY 304,Accounting Control Systems,ACCY,"Williamson, M.",12,417,3.387122302158274
ACCY 304,Accounting Control Systems,ACCY,"Dahle, A.",10,343,3.3460932944606414
ACCY 304,Accounting Control Systems,ACCY,"Hayne, C.",9,273,3.336043956043956
ACCY 304,Accounting Control Systems,ACCY,"Wang, W.",5,168,3.291785714285714
ACCY 312,Principles of Taxation,ACCY,All Sections,59,1523,3.3375902823374917
ACCY 312,Principles of Taxation,ACCY,"Holder, D.",4,98,3.3877551020408165
ACCY 312,Principles of Taxation,ACCY,"Penn, M.",9,268,3.3621641791044774
ACCY 312,Principles of Taxation,ACCY,"Vuong, A.",12,325,3.3621538461538454
ACCY 312,Principles of Taxation,ACCY,"Osswald, B.",10,239,3.3336820083682004
ACCY 312,Principles of Taxation,ACCY,"Richter, S.",6,163,3.3293865030674845
ACCY 312,Principles of Taxation,ACCY,"Holder, C.",6,143,3.303216783216783
ACCY 312,Principles of Taxation,ACCY,"Hutchens, M.",12,287,3.2947386759581887
ACCY 398,Practical Problems in Atg,ACCY,All Sections,8,599,3.859782971619365
ACCY 398,Practical Problems in Atg,ACCY,"Nekrasz, F.",2,167,3.934191616766467
ACCY 398,Practical Problems in Atg,ACCY,"Hutchens, M.",6,432,3.8310185185185186
ACCY 405,Assurance and Attestation,ACCY,All Sections,51,1549,3.402659780503551
ACCY 405,Assurance and Attestation,ACCY,"Rogowski, E.",9,264,3.644469696969697
ACCY 405,Assurance and Attestation,ACCY,"Kink, D.",9,299,3.457056856187292
ACCY 405,Assurance and Attestation,ACCY,"Thompson, A.",11,353,3.361841359773371
ACCY 405,Assurance and Attestation,ACCY,"Dahle, A.",3,75,3.3598666666666666
ACCY 405,Assurance and Attestation,ACCY,"Chatterton, A.",5,153,3.3492156862745093
ACCY 405,Assurance and Attestation,ACCY,"Ciconte, W.",7,196,3.294285714285714
ACCY 405,Assurance and Attestation,ACCY,"Lullo, M.",7,209,3.2444497607655505
ACCY 410,Advanced Financial Reporting,ACCY,All Sections,52,1597,3.316631183469004
ACCY 410,Advanced Financial Reporting,ACCY,"Ibrahim, A.",10,319,3.377586206896552
ACCY 410,Advanced Financial Reporting,ACCY,"Steward, C.",9,251,3.352151394422311
ACCY 410,Advanced Financial Reporting,ACCY,"Penn, M.",3,87,3.3413793103448266
ACCY 410,Advanced Financial Reporting,ACCY,"Kustanovich, M.",17,526,3.316216730038023
ACCY 410,Advanced Financial Reporting,ACCY,"Persson, M.",2,94,3.2845744680851063
ACCY 410,Advanced Financial Reporting,ACCY,"Chen, C.",11,320,3.2313750000000008
ACCY 415,Auditing Stds and Practice,ACCY,All Sections,4,136,3.4611764705882355
ACCY 415,Auditing Stds and Practice,ACCY,"Kink, D.",1,35,3.590571428571429
ACCY 415,Auditing Stds and Practice,ACCY,"Ciconte, W.",3,101,3.416336633663366
ACCY 449,Tax in Action - VITA,ACCY,"Alt, A.",1,52,3.9423076923076925
ACCY 451,Advanced Income Tax Problems,ACCY,All Sections,40,1155,3.402112554112554
ACCY 451,Advanced Income Tax Problems,ACCY,"Donohoe, M.",1,26,3.6030769230769235
ACCY 451,Advanced Income Tax Problems,ACCY,"Hutchens, M.",1,28,3.5121428571428575
ACCY 451,Advanced Income Tax Problems,ACCY,"Holder, D.",5,154,3.4415584415584415
ACCY 451,Advanced Income Tax Problems,ACCY,"Alt, A.",7,187,3.42427807486631
ACCY 451,Advanced Income Tax Problems,ACCY,"Holder, C.",16,471,3.4078343949044587
ACCY 451,Advanced Income Tax Problems,ACCY,"Beardsley, E.",6,180,3.357277777777778
ACCY 451,Advanced Income Tax Problems,ACCY,"Davis, J.",3,79,3.2872151898734177
ACCY 451,Advanced Income Tax Problems,ACCY,"Sternburg, T.",1,30,3.2663333333333333
ACCY 500,"Atg Measuremnt, Rpting & Cntrl",ACCY,All Sections,22,7973,3.7912655211338264
ACCY 500,"Atg Measuremnt, Rpting & Cntrl",ACCY,"Mendoza, S.",1,777,3.944697554697555
ACCY 500,"Atg Measuremnt, Rpting & Cntrl",ACCY,"Zhang, L.",1,43,3.8218604651162793
ACCY 500,"Atg Measuremnt, Rpting & Cntrl",ACCY,"Urcan, O.",12,6767,3.775804640165509
ACCY 500,"Atg Measuremnt, Rpting & Cntrl",ACCY,"Augusto Sampaio, G.",8,386,3.7500518134715026
ACCY 501,Accounting Analysis I,ACCY,All Sections,11,419,3.531002386634845
ACCY 501,Accounting Analysis I,ACCY,"Augusto Sampaio, G.",6,268,3.6285820895522387
ACCY 501,Accounting Analysis I,ACCY,"Johnson, J.",1,22,3.4399999999999995
ACCY 501,Accounting Analysis I,ACCY,"Schwartz, R.",1,26,3.3715384615384614
ACCY 501,Accounting Analysis I,ACCY,"Ibrahim, A.",3,103,3.3367961165048543
ACCY 501,Accounting Analysis I A,ACCY,"Augusto Sampaio, G.",13,1195,3.396652719665272
ACCY 501,Accounting Analysis I B,ACCY,"Augusto Sampaio, G.",12,1080,3.4422314814814814
ACCY 502,Accounting Analysis II,ACCY,"Schwartz, R.",13,459,3.57760348583878
ACCY 502,Accounting Analysis II A,ACCY,All Sections,10,1020,3.424509803921569
ACCY 502,Accounting Analysis II A,ACCY,"Evans, M.",1,118,3.4548305084745765
ACCY 502,Accounting Analysis II A,ACCY,"Mendoza, S.",6,515,3.4429708737864075
ACCY 502,Accounting Analysis II A,ACCY,"Ibrahim, A.",3,387,3.3906976744186044
ACCY 502,Accounting Analysis II B,ACCY,All Sections,9,805,3.414708074534161
ACCY 502,Accounting Analysis II B,ACCY,"Mendoza, S.",6,506,3.473339920948616
ACCY 502,Accounting Analysis II B,ACCY,"Evans, M.",1,115,3.411739130434782
ACCY 502,Accounting Analysis II B,ACCY,"Ibrahim, A.",2,184,3.2553260869565217
ACCY 502,Accounting Analysis II-B,ACCY,"Ibrahim, A.",1,197,3.296700507614213
ACCY 503,Managerial Accounting,ACCY,All Sections,35,10160,3.6201732283464567
ACCY 503,Managerial Accounting,ACCY,"Guymon, R.",2,980,3.796418367346939
ACCY 503,Managerial Accounting,ACCY,"Chen, X.",6,4481,3.6855166257531793
ACCY 503,Managerial Accounting,ACCY,"Curtis, S.",1,31,3.624516129032258
ACCY 503,Managerial Accounting,ACCY,"Herbold, T.",8,271,3.6137269372693726
ACCY 503,Managerial Accounting,ACCY,"Fisher, M.",2,227,3.5583259911894274
ACCY 503,Managerial Accounting,ACCY,"Johnson, J.",2,70,3.547714285714285
ACCY 503,Managerial Accounting,ACCY,"Augusto Sampaio, G.",2,55,3.5278181818181813
ACCY 503,Managerial Accounting,ACCY,"Hecht, G.",10,3930,3.525241730279899
ACCY 503,Managerial Accounting,ACCY,"Zhang, L.",2,115,3.040695652173913
ACCY 503,Managerial Accounting A,ACCY,"Hecht, G.",6,919,3.575723612622416
ACCY 503,Managerial Accounting B,ACCY,"Hecht, G.",6,940,3.6559042553191485
ACCY 504,Auditing,ACCY,All Sections,15,526,3.7233079847908748
ACCY 504,Auditing,ACCY,"Chatterton, A.",6,207,3.8956038647342996
ACCY 504,Auditing,ACCY,"Rozario, A.",9,319,3.611504702194358
ACCY 504,Auditing A,ACCY,"Peecher, M.",5,952,3.4645273109243697
ACCY 504,Auditing B,ACCY,"Peecher, M.",5,945,3.4555767195767197
ACCY 505,Federal Taxation,ACCY,All Sections,19,588,3.5754591836734693
ACCY 505,Federal Taxation,ACCY,"Alt, A.",12,359,3.597130919220056
ACCY 505,Federal Taxation,ACCY,"Hutchens, M.",7,229,3.541484716157205
ACCY 505,Federal Taxation A,ACCY,"Hutchens, M.",6,1092,3.581694139194139
ACCY 505,Federal Taxation B,ACCY,"Hutchens, M.",6,1075,3.537218604651163
ACCY 506,Advanced Financial Reporting,ACCY,"Kustanovich, M.",5,260,3.4169615384615377
ACCY 506,Advanced Topics in Accounting,ACCY,All Sections,8,242,3.6459917355371902
ACCY 506,Advanced Topics in Accounting,ACCY,"Urcan, O.",6,194,3.6682474226804125
ACCY 506,Advanced Topics in Accounting,ACCY,"Ibrahim, A.",2,48,3.5560416666666668
ACCY 507,Taxation of Bus Entities A,ACCY,All Sections,5,409,3.629462102689487
ACCY 507,Taxation of Bus Entities A,ACCY,"Donohoe, M.",4,342,3.641608187134503
ACCY 507,Taxation of Bus Entities A,ACCY,"Evans, M.",1,67,3.5674626865671644
ACCY 507,Taxation of Bus Entities B,ACCY,All Sections,5,392,3.72530612244898
ACCY 507,Taxation of Bus Entities B,ACCY,"Donohoe, M.",4,329,3.7336170212765967
ACCY 507,Taxation of Bus Entities B,ACCY,"Evans, M.",1,63,3.6819047619047622
ACCY 510,Financial Reporting Standards,ACCY,All Sections,24,800,3.5808500000000003
ACCY 510,Financial Reporting Standards,ACCY,"Hepp, J.",3,80,3.78825
ACCY 510,Financial Reporting Standards,ACCY,"Steward, C.",10,308,3.722694805194805
ACCY 510,Financial Reporting Standards,ACCY,"Mongold, C.",3,98,3.6431632653061223
ACCY 510,Financial Reporting Standards,ACCY,"Persson, M.",8,314,3.3694267515923566
ACCY 512,Data Analytics for Mgmt Acctg,ACCY,All Sections,18,532,3.749191729323308
ACCY 512,Data Analytics for Mgmt Acctg,ACCY,"Lu, Z.",6,185,3.8942162162162166
ACCY 512,Data Analytics for Mgmt Acctg,ACCY,"Chen, X.",2,62,3.833548387096774
ACCY 512,Data Analytics for Mgmt Acctg,ACCY,"Wang, W.",8,229,3.6904366812227076
ACCY 512,Data Analytics for Mgmt Acctg,ACCY,"Koo, S.",2,56,3.4169642857142857
ACCY 515,Auditing & Assurance Standards,ACCY,All Sections,16,421,3.4195486935866986
ACCY 515,Auditing & Assurance Standards,ACCY,"Williams, D.",2,50,3.4668
ACCY 515,Auditing & Assurance Standards,ACCY,"Zhou, Y.",10,279,3.4612544802867387
ACCY 515,Auditing & Assurance Standards,ACCY,"Lullo, M.",4,92,3.2673913043478264
ACCY 516,Ethics,ACCY,"Curtis, S.",1,37,3.4867567567567566
ACCY 517,Financial Statement Analysis,ACCY,All Sections,26,695,3.7935395683453232
ACCY 517,Financial Statement Analysis,ACCY,"Brown, N.",3,103,3.913009708737864
ACCY 517,Financial Statement Analysis,ACCY,"Zhang, L.",1,22,3.894090909090909
ACCY 517,Financial Statement Analysis,ACCY,"Hamm, B.",11,295,3.7693898305084748
ACCY 517,Financial Statement Analysis,ACCY,"Li, Y.",9,225,3.7692888888888887
ACCY 517,Financial Statement Analysis,ACCY,"Fanning, K.",2,50,3.7548000000000004
ACCY 518,Financial Statement Fraud,ACCY,"Nekrasz, F.",9,280,3.963071428571428
ACCY 519,Govt & NFP Accounting,ACCY,"Ulla, J.",1,21,3.4290476190476187
ACCY 531,FSA for MBAs,ACCY,"Hamm, B.",3,494,3.8713967611336026
ACCY 532,Accounting for M&As,ACCY,"Urcan, O.",4,765,3.9342483660130716
ACCY 550,Multistate Taxation,ACCY,"Hutchens, M.",6,166,3.7431927710843373
ACCY 551,Corporate Income Taxation,ACCY,All Sections,6,183,3.4715846994535524
ACCY 551,Corporate Income Taxation,ACCY,"Hutchens, M.",1,21,3.508095238095238
ACCY 551,Corporate Income Taxation,ACCY,"Sternburg, T.",5,162,3.466851851851852
ACCY 552,Partnership Income Taxation,ACCY,"Sternburg, T.",7,185,3.5460000000000007
ACCY 554,International Taxation,ACCY,"Hutchens, M.",4,110,3.7333636363636367
ACCY 556,Tax Research,ACCY,"Holder, D.",8,229,3.6157205240174672
ACCY 569,Data Driven Decisions in Acctg,ACCY,"Guymon, R.",5,340,3.5972058823529416
ACCY 570,Data Analytics Foundations,ACCY,All Sections,26,889,3.866512935883014
ACCY 570,Data Analytics Foundations,ACCY,"Mendoza, K.",1,39,3.9743589743589745
ACCY 570,Data Analytics Foundations,ACCY,"Lu, Z.",2,64,3.9584375
ACCY 570,Data Analytics Foundations,ACCY,"Lu, Y.",5,164,3.910792682926829
ACCY 570,Data Analytics Foundations,ACCY,"Herbold, T.",6,177,3.8682485875706214
ACCY 570,Data Analytics Foundations,ACCY,"Anand, V.",12,445,3.826831460674157
ACCY 571,Stat Analyses for Accountancy,ACCY,All Sections,5,138,3.8070289855072463
ACCY 571,Stat Analyses for Accountancy,ACCY,"Lu, Z.",1,24,3.862083333333333
ACCY 571,Stat Analyses for Accountancy,ACCY,"Brunner, R.",4,114,3.7954385964912283
ACCY 574,Risk Management and Innovation,ACCY,"Leiby, J.",8,423,3.8952718676122933
ACCY 575,Data Analytics Apps in ACCY,ACCY,All Sections,34,1118,3.797754919499106
ACCY 575,Data Analytics Apps in ACCY,ACCY,"Park, Y.",4,131,3.8882442748091606
ACCY 575,Data Analytics Apps in ACCY,ACCY,"Brown, T.",3,101,3.865148514851485
ACCY 575,Data Analytics Apps in ACCY,ACCY,"Hobson, J.",3,107,3.850841121495327
ACCY 575,Data Analytics Apps in ACCY,ACCY,"Penn, M.",13,413,3.7907021791767557
ACCY 575,Data Analytics Apps in ACCY,ACCY,"Zhu, W.",11,366,3.739207650273224
ACCY 576,Data Preparation for Accting,ACCY,"Guymon, R.",5,276,3.786304347826086
ACCY 577,Machine Learning for Accting,ACCY,"Lu, Z.",5,237,3.757299578059072
ACCY 578,ACCY Analytics Appl - A,ACCY,"Lu, Z.",4,147,3.7104081632653068
ACCY 578,ACCY Analytics Appl - B,ACCY,"Nekrasz, F.",3,90,3.8925555555555564
ACCY 593,Adv Accy Theory & Practice,ACCY,"Kustanovich, M.",3,80,3.5666250000000006
ACCY 593,Disruption & Emerging Tech,ACCY,"Brunner, R.",1,120,3.9556666666666667
ACCY 593,Financial Statement Analysis,ACCY,"Hamm, B.",1,102,3.7943137254901957
ACCY 593,Prof Soft Skills I,ACCY,"Noonan, J.",2,61,3.9180327868852456
ACCY 593,Special Research Problems,ACCY,"Kustanovich, M.",2,71,3.5918309859154927
ACE 100,Intro to Applied Micro,ACE,All Sections,32,968,3.160392561983471
ACE 100,Intro to Applied Micro,ACE,"Kalaitzandonake, M.",1,26,3.3461538461538463
ACE 100,Intro to Applied Micro,ACE,"Hadunka, P.",8,234,3.270897435897435
ACE 100,Intro to Applied Micro,ACE,"Cai, C.",3,97,3.2476288659793813
ACE 100,Intro to Applied Micro,ACE,"Gundersen, L.",15,477,3.1351781970649895
ACE 100,Intro to Applied Micro,ACE,"Reed, C.",2,65,3.108
ACE 100,Intro to Applied Micro,ACE,"Yu, C.",2,47,2.8940425531914897
ACE 100,Intro to Applied Micro,ACE,"Wei, M.",1,22,2.651363636363637
ACE 161,Microcomputer Applications,ACE,All Sections,42,1565,3.410223642172524
ACE 161,Microcomputer Applications,ACE,"Burnett, M.",18,843,3.4626334519572954
ACE 161,Microcomputer Applications,ACE,"Lo, A.",22,675,3.351111111111111
ACE 161,Microcomputer Applications,ACE,"Batts, R.",2,47,3.3191489361702127
ACE 199,AI in Wealth Mgmt & Fin Planng,ACE,"Lemoine, C.",1,52,3.8461538461538463
ACE 199,Applied Statistics Lab,ACE,All Sections,2,43,3.891627906976744
ACE 199,Applied Statistics Lab,ACE,"Box-Couillard, S.",1,22,3.9095454545454547
ACE 199,Applied Statistics Lab,ACE,"Valdebenito Ram, R.",1,21,3.8728571428571428
ACE 199,Digital Mktg and Social Media,ACE,"Lo, A.",7,255,3.619607843137255
ACE 199,Introduction to Sales,ACE,"Irani, K.",2,83,3.911807228915663
ACE 199,Negotiation,ACE,"Stoddard, P.",6,591,3.7512859560067686
ACE 199,Undergraduate Open Seminar,ACE,"Elmore, A.",1,186,3.795698924731182
ACE 199,"Women, Money and Power",ACE,All Sections,3,98,3.561224489795918
ACE 199,"Women, Money and Power",ACE,"Lemoine, C.",2,54,3.6481481481481484
ACE 199,"Women, Money and Power",ACE,"Fee, P.",1,44,3.4545454545454546
ACE 203,Intro to Public Policy & Law,ACE,"Coppess, J.",4,149,3.6516778523489926
ACE 210,Environmental Economics,ACE,All Sections,10,1077,3.169962859795729
ACE 210,Environmental Economics,ACE,"Christensen, P.",3,367,3.306294277929155
ACE 210,Environmental Economics,ACE,"Damon, L.",5,488,3.1328688524590156
ACE 210,Environmental Economics,ACE,"Gramig, B.",2,222,3.0261261261261265
ACE 220,Introduction to Sales,ACE,"Elmore, A.",2,79,3.5827848101265833
ACE 221,Negotiation,ACE,"Stoddard, P.",2,260,3.8192307692307694
ACE 222,Agricultural Marketing,ACE,"Stoddard, P.",5,580,3.4232586206896554
ACE 231,Food and Agribusiness Mgt,ACE,"Stoddard, P.",5,624,3.3833333333333337
ACE 232,Farm Management,ACE,All Sections,5,270,3.234814814814815
ACE 232,Farm Management,ACE,"Hubbs, J.",1,52,3.634807692307693
ACE 232,Farm Management,ACE,"Stoddard, P.",2,121,3.2068595041322316
ACE 232,Farm Management,ACE,"Elmore, A.",2,97,3.0552577319587626
ACE 240,Personal Financial Planning,ACE,All Sections,33,7068,3.642231182795698
ACE 240,Personal Financial Planning,ACE,"Lemoine, C.",15,6040,3.689403973509934
ACE 240,Personal Financial Planning,ACE,"Sanchez, D.",6,421,3.556199524940618
ACE 240,Personal Financial Planning,ACE,"Stoddard, P.",12,607,3.2325041186161445
ACE 243,Money and Happiness,ACE,"Sanchez, D.",1,30,3.578333333333333
ACE 251,The World Food Economy,ACE,All Sections,10,1980,3.4399949494949498
ACE 251,The World Food Economy,ACE,"Michelson, H.",8,1791,3.494969290898939
ACE 251,The World Food Economy,ACE,"Gundersen, C.",2,189,2.9190476190476193
ACE 254,Economic Systems in Africa,ACE,All Sections,4,135,3.37562962962963
