Course Code,Title,Subject,Instructor,Sections,Students Enrolled,Average GPA
FIN 221,Corporate Finance,FIN,"Han, W.",5,254,3.514724409448819
FIN 221,Corporate Finance,FIN,"Dyer, M.",55,3732,3.499263129689174
FIN 221,Corporate Finance,FIN,"Kamble, V.",3,126,3.4497619047619046
FIN 230,Introduction to Insurance,FIN,All Sections,14,1795,3.5825013927576603
FIN 230,Introduction to Insurance,FIN,"Beigie, D.",1,93,3.9036559139784948
FIN 230,Introduction to Insurance,FIN,"Proksa, C.",1,82,3.597560975609756
FIN 230,Introduction to Insurance,FIN,"McChristian, L.",12,1620,3.5633024691358024
FIN 241,Fundamentals of Real Estate,FIN,All Sections,16,1119,3.7691242180518323
FIN 241,Fundamentals of Real Estate,FIN,"Davis, J.",1,52,3.788653846153846
FIN 241,Fundamentals of Real Estate,FIN,"Perkins, S.",14,1033,3.7689157792836396
FIN 241,Fundamentals of Real Estate,FIN,"Mendelson, J.",1,34,3.7455882352941177
FIN 300,Financial Markets,FIN,All Sections,53,1829,3.0243028977583384
FIN 300,Financial Markets,FIN,"Marcinkowski, M.",10,447,3.3514765100671142
FIN 300,Financial Markets,FIN,,8,295,3.3179322033898306
FIN 300,Financial Markets,FIN,"Smith, M.",11,384,2.9343749999999997
FIN 300,Financial Markets,FIN,"Peters, S.",22,625,2.7499359999999995
FIN 300,Financial Markets,FIN,"Spencer, X.",2,78,2.68
FIN 321,Advanced Corporate Finance,FIN,All Sections,33,1508,3.5290318302387265
FIN 321,Advanced Corporate Finance,FIN,"Wu, Y.",7,350,3.7110571428571424
FIN 321,Advanced Corporate Finance,FIN,"Huang, C.",5,308,3.664707792207792
FIN 321,Advanced Corporate Finance,FIN,"Huang, J.",6,229,3.5099126637554585
FIN 321,Advanced Corporate Finance,FIN,"Xu, Q.",2,53,3.490566037735849
FIN 321,Advanced Corporate Finance,FIN,"Fonseca, J.",8,338,3.4242011834319523
FIN 321,Advanced Corporate Finance,FIN,"Smith, M.",3,139,3.273525179856115
FIN 321,Advanced Corporate Finance,FIN,"Spencer, X.",2,91,3.21989010989011
FIN 380,Entrepreneurship Thru Acquistn,FIN,"Smith, M.",2,63,3.5820634920634924
FIN 390,Finance Academy,FIN,"Raskie, S.",2,67,3.7361194029850746
FIN 392,Investment Management Academy,FIN,All Sections,3,137,3.9562043795620436
FIN 392,Investment Management Academy,FIN,"Murphy, M.",1,37,3.972972972972973
FIN 392,Investment Management Academy,FIN,"Excell, R.",2,100,3.95
FIN 393,Risk Management Academy,FIN,All Sections,5,208,3.902259615384615
FIN 393,Risk Management Academy,FIN,"Beigie, D.",2,106,3.9529245283018866
FIN 393,Risk Management Academy,FIN,"McChristian, L.",3,102,3.8496078431372553
FIN 394,Women in Finance Academy,FIN,"Hart, J.",1,43,3.9767441860465116
FIN 411,Investment & Portfolio Mngt,FIN,All Sections,23,1001,3.488961038961039
FIN 411,Investment & Portfolio Mngt,FIN,"Yang, X.",2,88,3.883409090909091
FIN 411,Investment & Portfolio Mngt,FIN,"Pal, A.",2,93,3.757096774193548
FIN 411,Investment & Portfolio Mngt,FIN,"Choi, J.",8,438,3.6810273972602743
FIN 411,Investment & Portfolio Mngt,FIN,"Pae, Y.",1,57,3.4966666666666666
FIN 411,Investment & Portfolio Mngt,FIN,"Silva, D.",1,27,3.4814814814814814
FIN 411,Investment & Portfolio Mngt,FIN,"Kiku, D.",1,28,3.1907142857142863
FIN 411,Investment & Portfolio Mngt,FIN,"Ye, M.",3,107,3.0903738317757012
FIN 411,Investment & Portfolio Mngt,FIN,"Spencer, X.",5,163,2.918343558282208
FIN 412,Options and Futures Markets,FIN,All Sections,14,474,3.2724050632911386
FIN 412,Options and Futures Markets,FIN,"Excell, R.",2,79,3.628860759493671
FIN 412,Options and Futures Markets,FIN,"Muravyev, D.",1,22,3.485454545454546
FIN 412,Options and Futures Markets,FIN,"Peterson, P.",11,373,3.1843431635388733
FIN 415,Fixed Income Portfolios,FIN,"Kargar, M.",1,26,3.2315384615384612
FIN 418,Financial Modeling,FIN,All Sections,14,401,3.653790523690773
FIN 418,Financial Modeling,FIN,"Brobst, C.",12,356,3.659606741573033
FIN 418,Financial Modeling,FIN,"Grimsley, C.",2,45,3.6077777777777778
FIN 419,Real Client Managed Portfolios,FIN,"Excell, R.",1,30,3.5896666666666666
FIN 422,Cases in Corporate Finance,FIN,All Sections,2,66,3.393939393939394
FIN 422,Cases in Corporate Finance,FIN,"Peters, S.",1,38,3.465263157894738
FIN 422,Cases in Corporate Finance,FIN,"Spencer, X.",1,28,3.2971428571428567
FIN 423,Entrepreneurial Finance,FIN,"Krueger, G.",9,519,3.9130057803468206
FIN 423,Financing Emerging Businesses,FIN,All Sections,12,517,3.8192069632495165
FIN 423,Financing Emerging Businesses,FIN,"Beard, D.",2,97,3.8664948453608248
FIN 423,Financing Emerging Businesses,FIN,"Krueger, G.",10,420,3.808285714285714
FIN 424,Mergers and Acquisition,FIN,All Sections,5,178,3.597696629213483
FIN 424,Mergers and Acquisition,FIN,"Peters, S.",4,148,3.6354729729729733
FIN 424,Mergers and Acquisition,FIN,"Almeida, H.",1,30,3.4113333333333333
FIN 428,Cases in Financial Derivatives,FIN,"Peterson, P.",3,113,3.498938053097345
FIN 432,Managing Fin Risk for Insurers,FIN,"Brobst, C.",1,26,3.629230769230769
FIN 432,Managing Market Risks for Fin,FIN,"Brobst, C.",3,87,3.72816091954023
FIN 433,Corporate Risk Management,FIN,"McChristian, L.",4,112,3.539464285714286
FIN 434,Employee Benefit Plans,FIN,"Raskie, S.",7,380,3.8731842105263157
FIN 435,Personal Wealth Management,FIN,All Sections,27,1170,3.6572991452991452
FIN 435,Personal Wealth Management,FIN,"Raskie, S.",13,557,3.7173788150807896
FIN 435,Personal Wealth Management,FIN,"Wang, J.",9,370,3.700216216216216
FIN 435,Personal Wealth Management,FIN,"Brown, D.",5,243,3.454238683127572
FIN 443,Legal Issues in Real Estate,FIN,"Perkins, S.",5,213,3.6810798122065727
FIN 445,Real Estate Investment,FIN,All Sections,6,251,3.660398406374502
FIN 445,Real Estate Investment,FIN,"Sianis, S.",1,49,3.8032653061224493
FIN 445,Real Estate Investment,FIN,"Grimsley, C.",2,97,3.670412371134021
FIN 445,Real Estate Investment,FIN,"Briggs, S.",3,105,3.5844761904761904
FIN 446,Real Estate Financial Markets,FIN,All Sections,3,188,3.635053191489362
FIN 446,Real Estate Financial Markets,FIN,"Tchistyi, A.",1,64,3.844375
FIN 446,Real Estate Financial Markets,FIN,"Rendak, A.",2,124,3.527016129032258
FIN 447,Real Estate Development,FIN,"Grimsley, C.",1,49,3.8373469387755095
FIN 461,Banking and Financial Reg,FIN,"Manouchehri Ira, R.",2,92,3.700326086956522
FIN 463,Investment Banking,FIN,All Sections,14,435,3.553563218390805
FIN 463,Investment Banking,FIN,"Metzger, R.",3,129,3.661705426356589
FIN 463,Investment Banking,FIN,"Bertram, J.",11,306,3.5079738562091505
FIN 464,Applied Financial Analysis,FIN,All Sections,7,218,3.780137614678899
FIN 464,Applied Financial Analysis,FIN,"Vitek, M.",6,182,3.8190109890109887
FIN 464,Applied Financial Analysis,FIN,"Maple, D.",1,36,3.583611111111111
FIN 490,Entrepreneurship Thru Acquistn,FIN,"Smith, M.",2,117,3.8348717948717943
FIN 500,Introduction to Finance,FIN,All Sections,34,3097,3.4644074911204394
FIN 500,Introduction to Finance,FIN,"Marcinkowski, M.",2,73,3.8863013698630136
FIN 500,Introduction to Finance,FIN,,3,91,3.759010989010988
FIN 500,Introduction to Finance,FIN,"Pollet, J.",1,30,3.6889999999999996
FIN 500,Introduction to Finance,FIN,"Huang, J.",2,105,3.5781904761904766
FIN 500,Introduction to Finance,FIN,"Pennacchi, G.",2,48,3.5629166666666667
FIN 500,Introduction to Finance,FIN,"Yang, X.",6,835,3.561353293413174
FIN 500,Introduction to Finance,FIN,"Gao, X.",2,98,3.551224489795918
FIN 500,Introduction to Finance,FIN,"Widdicks, M.",8,1429,3.438495451364591
FIN 500,Introduction to Finance,FIN,"Pae, Y.",1,37,3.2813513513513515
FIN 500,Introduction to Finance,FIN,"Smith, M.",1,38,3.28
FIN 500,Introduction to Finance,FIN,"Spencer, X.",3,148,3.105810810810811
FIN 500,Introduction to Finance,FIN,"Chan, K.",3,165,3.060787878787879
FIN 501,Econ of Market Fundamentals,FIN,All Sections,5,225,3.6013333333333337
FIN 501,Econ of Market Fundamentals,FIN,"Deryugina, T.",1,34,3.637647058823529
FIN 501,Econ of Market Fundamentals,FIN,"Miller, N.",4,191,3.594869109947644
FIN 501,Financial Economics,FIN,All Sections,9,437,3.5674141876430205
FIN 501,Financial Economics,FIN,"Alston, M.",1,57,3.7194736842105267
FIN 501,Financial Economics,FIN,"Miller, N.",1,35,3.6097142857142854
FIN 501,Financial Economics,FIN,"Deryugina, T.",7,345,3.538
FIN 502,Quantitative Finance,FIN,All Sections,8,309,3.5569579288025888
FIN 502,Quantitative Finance,FIN,"Yang, X.",4,114,3.772368421052631
FIN 502,Quantitative Finance,FIN,"Widdicks, M.",1,62,3.6343548387096773
FIN 502,Quantitative Finance,FIN,"Pae, Y.",3,133,3.336240601503759
FIN 503,Quantitative Finance II,FIN,All Sections,8,344,3.6067441860465124
FIN 503,Quantitative Finance II,FIN,"Yang, X.",5,173,3.666936416184971
FIN 503,Quantitative Finance II,FIN,"Widdicks, M.",1,68,3.661617647058823
FIN 503,Quantitative Finance II,FIN,"Pae, Y.",2,103,3.4694174757281555
FIN 504,Accounting for Fin Analysis,FIN,All Sections,5,165,3.9173333333333336
FIN 504,Accounting for Fin Analysis,FIN,"Zhang, L.",1,21,3.9366666666666665
FIN 504,Accounting for Fin Analysis,FIN,"Vitek, M.",4,144,3.9145138888888886
FIN 510,Big Data Analytics in Finance,FIN,All Sections,6,212,3.720235849056604
FIN 510,Big Data Analytics in Finance,FIN,"Molitor, D.",2,79,3.802025316455696
FIN 510,Big Data Analytics in Finance,FIN,"Gao, X.",3,105,3.673238095238095
FIN 510,Big Data Analytics in Finance,FIN,,1,28,3.665714285714286
FIN 511,Investments,FIN,All Sections,28,7541,3.6448654024665164
FIN 511,Investments,FIN,"Weisbenner, S.",6,2623,3.6735493709492952
FIN 511,Investments,FIN,"Spencer, X.",9,4285,3.6491271878646443
FIN 511,Investments,FIN,,1,40,3.62575
FIN 511,Investments,FIN,"Silva, D.",1,31,3.5703225806451617
FIN 511,Investments,FIN,"Pollet, J.",10,513,3.530175438596492
FIN 511,Investments,FIN,"Ye, M.",1,49,3.0002040816326527
FIN 512,Financial Derivatives,FIN,All Sections,13,486,3.5168312757201647
FIN 512,Financial Derivatives,FIN,"Duarte, V.",1,41,3.6673170731707314
FIN 512,Financial Derivatives,FIN,,1,30,3.6453333333333338
FIN 512,Financial Derivatives,FIN,"Widdicks, M.",2,103,3.634563106796117
FIN 512,Financial Derivatives,FIN,"Johnson, T.",3,100,3.5866999999999996
FIN 512,Financial Derivatives,FIN,"Pearson, N.",1,33,3.556060606060606
FIN 512,Financial Derivatives,FIN,"Muravyev, D.",1,53,3.528867924528302
FIN 512,Financial Derivatives,FIN,"Peterson, P.",2,66,3.4751515151515155
FIN 512,Financial Derivatives,FIN,"Kargar, M.",2,60,3.0448333333333326
FIN 514,Complex Derivative Securities,FIN,"Widdicks, M.",2,45,3.5266666666666664
FIN 514,Financial Engineering II,FIN,"Widdicks, M.",1,39,3.5905128205128207
FIN 515,Fixed Income Portfolios,FIN,"Kargar, M.",2,62,3.371451612903226
FIN 516,Term Structure Models,FIN,All Sections,4,129,3.406124031007751
FIN 516,Term Structure Models,FIN,,1,30,3.4893333333333336
FIN 516,Term Structure Models,FIN,"Widdicks, M.",3,99,3.380909090909091
FIN 518,Financial Modeling,FIN,All Sections,6,183,3.785136612021858
FIN 518,Financial Modeling,FIN,"Ambrose, D.",1,44,3.9622727272727274
FIN 518,Financial Modeling,FIN,"Brobst, C.",5,139,3.729064748201439
FIN 520,Financial Management,FIN,"Smith, M.",1,43,3.83
FIN 521,Advanced Corporate Finance,FIN,All Sections,12,468,3.657692307692307
FIN 521,Advanced Corporate Finance,FIN,"Wu, Y.",1,25,3.7867999999999995
FIN 521,Advanced Corporate Finance,FIN,"Yang, X.",3,171,3.73140350877193
FIN 521,Advanced Corporate Finance,FIN,"Xu, Q.",2,89,3.700224719101124
FIN 521,Advanced Corporate Finance,FIN,"Peters, S.",2,56,3.6732142857142853
FIN 521,Advanced Corporate Finance,FIN,"Huang, J.",3,99,3.650000000000001
FIN 521,Advanced Corporate Finance,FIN,"Spencer, X.",1,28,2.9532142857142856
FIN 522,Cases in Financial Strategy,FIN,All Sections,5,121,3.7383471074380163
FIN 522,Cases in Financial Strategy,FIN,"Zeume, S.",3,75,3.7513333333333327
FIN 522,Cases in Financial Strategy,FIN,"Spencer, X.",2,46,3.7171739130434784
FIN 526,Investment Banking,FIN,"Bertram, J.",2,47,3.468085106382979
FIN 527,Mergers & Acquisitions Topics,FIN,"Almeida, H.",5,240,3.671041666666667
FIN 529,Applied Financial Analysis,FIN,"Vitek, M.",3,90,3.8596666666666666
FIN 530,Foundations in Risk Management,FIN,"McChristian, L.",1,35,3.914285714285714
FIN 532,Managing Market Risks for Fin,FIN,"Brobst, C.",1,23,3.753913043478261
FIN 535,Wealth Management,FIN,"Raskie, S.",1,21,3.524285714285714
FIN 537,Financial Risk Management,FIN,"Pearson, N.",4,161,3.5697515527950303
FIN 550,Big Data Analytics in Finance,FIN,All Sections,13,639,3.612973395931142
FIN 550,Big Data Analytics in Finance,FIN,"Gao, X.",6,320,3.65690625
FIN 550,Big Data Analytics in Finance,FIN,"Reif, J.",5,198,3.6351515151515157
FIN 550,Big Data Analytics in Finance,FIN,"League, R.",2,121,3.4604958677685946
FIN 553,Machine Learning in Finance,FIN,"Duarte, V.",9,397,3.6572544080604534
FIN 554,Alg Trading Sys Design & Test,FIN,"Peterson, B.",2,46,3.7902173913043478
FIN 555,Financial Innovation,FIN,"Thanos, M.",1,46,3.8554347826086954
FIN 556,Algorithmic Mkt Microstructure,FIN,"Lariviere, D.",2,55,3.6918181818181814
FIN 557,Financial Data Mgt. & Analysis,FIN,"Gao, X.",5,285,3.6611578947368417
FIN 558,Data Science & Python for Fin,FIN,"Pae, Y.",4,181,3.4113812154696133
FIN 559,Adv. Data Sci & Python for Fin,FIN,All Sections,3,112,3.6790178571428567
FIN 559,Adv. Data Sci & Python for Fin,FIN,"Gao, X.",2,80,3.74225
FIN 559,Adv. Data Sci & Python for Fin,FIN,"Pae, Y.",1,32,3.5209375
FIN 566,Algorithmic Mkt Microstructure,FIN,"Lariviere, D.",1,22,3.7886363636363636
FIN 567,Financial Risk Management,FIN,"Pearson, N.",5,186,3.63489247311828
FIN 570,Corporate Finance,FIN,"Almeida, H.",3,1875,3.6182613333333333
FIN 571,Money and Banking,FIN,"Manouchehri Ira, R.",10,3064,3.47164817232376
FIN 572,The Finance of Mergers and Acq,FIN,"Almeida, H.",4,868,3.775034562211982
FIN 573,Investment Banking Concepts,FIN,"Metzger, R.",3,440,3.896340909090909
FIN 574,Microeconomics for Business,FIN,"Miller, N.",8,2403,3.5056263004577612
FIN 579,Applied Portfolio Management,FIN,"Excell, R.",1,33,3.7172727272727273
FIN 580,Adv. Data Sci & Python for Fin,FIN,All Sections,4,195,3.5967179487179486
FIN 580,Adv. Data Sci & Python for Fin,FIN,"Gao, X.",3,152,3.631710526315789
FIN 580,Adv. Data Sci & Python for Fin,FIN,"Pae, Y.",1,43,3.4730232558139535
FIN 580,Corporate Finance,FIN,"Smith, M.",3,133,3.4738345864661655
FIN 580,Corporate Finance I & II,FIN,"Almeida, H.",2,1334,3.4577886056971505
FIN 580,Corporate Finance I and II,FIN,"Almeida, H.",4,612,3.559117647058823
FIN 580,Data Science & Python for Fin,FIN,"Gao, X.",1,54,3.525185185185185
FIN 580,Data Science & Python for Fin.,FIN,All Sections,6,275,3.6136
FIN 580,Data Science & Python for Fin.,FIN,,1,29,3.6789655172413793
FIN 580,Data Science & Python for Fin.,FIN,"Pae, Y.",2,114,3.6083333333333334
FIN 580,Data Science & Python for Fin.,FIN,"Gao, X.",3,132,3.603787878787879
FIN 580,Entrepreneurship Thru Acquistn,FIN,"Smith, M.",4,170,3.9274705882352947
FIN 580,Financial Data Mgt. & Analysis,FIN,"Gao, X.",5,158,3.546645569620253
FIN 580,MSF Academy,FIN,"Brobst, C.",1,51,3.869019607843137
FIN 580,Option Trading & Market-Making,FIN,"Natenberg, S.",3,74,3.369864864864865
FIN 581,Professional Development,FIN,"Smith, M.",3,368,3.8653804347826086
FIN 584,Corporate Finance,FIN,"Almeida, H.",3,2431,3.5256026326614562
FIN 589,Applied Portfolio Management,FIN,"Excell, R.",4,127,3.5648031496062993
FR 101,Elementary French I,FR,"Clay, A.",2,48,3.223333333333333
FR 102,Elementary French II,FR,"Swisher, E.",1,21,3.5404761904761908
FR 103,Intermediate French I,FR,"Mutidjo, A.",1,21,3.3971428571428572
FR 156,Exploring Paris,FR,All Sections,9,1048,3.7593606870229004
FR 156,Exploring Paris,FR,"Reynolds, F.",5,561,3.777985739750446
FR 156,Exploring Paris,FR,"Maroun, D.",4,487,3.7379055441478437
FR 418,Language&Minorities in Europe,FR,All Sections,2,58,3.6324137931034484
FR 418,Language&Minorities in Europe,FR,"Fagyal, Z.",1,30,3.733333333333333
FR 418,Language&Minorities in Europe,FR,"Derhemi, E.",1,28,3.5242857142857145
FSHN 101,The Science of Food,FSHN,All Sections,21,2745,3.5278397085610207
FSHN 101,The Science of Food,FSHN,"Gist, T.",12,1486,3.6695827725437415
FSHN 101,The Science of Food,FSHN,"Schmidt, S.",5,299,3.579933110367893
FSHN 101,The Science of Food,FSHN,"Bohn, D.",4,960,3.292208333333333
FSHN 120,Contemporary Nutrition,FSHN,All Sections,29,8001,3.583427071616048
FSHN 120,Contemporary Nutrition,FSHN,"Gist, T.",19,5627,3.6013861738048694
FSHN 120,Contemporary Nutrition,FSHN,"Burkhalter, T.",10,2374,3.5408593091828138
FSHN 123,FSHN Orientation to Illinois,FSHN,"Coppess, S.",2,74,3.950405405405405
FSHN 140,Introduction to Hospitality,FSHN,"Craft, J.",3,80,3.354
FSHN 145,Intro Hospitality Management,FSHN,"Brotherton, J.",1,32,3.8646875
FSHN 150,Introduction to Dietetics,FSHN,"Karduck, J.",4,111,3.8018018018018016
FSHN 175,Science of Fermented Foods,FSHN,"Miller, M.",10,638,3.64655172413793
FSHN 193,Edible Entrepreneurialism,FSHN,"Bohn, D.",4,178,3.8482022471910113
FSHN 199,Edible Entrepreneurialism,FSHN,"Bohn, D.",1,25,3.76
FSHN 199,FSHN Orientation Seminar,FSHN,"Coppess, S.",1,58,3.913793103448276
FSHN 199,Hot Topics in Sports Nutrition,FSHN,All Sections,2,127,3.661417322834646
FSHN 199,Hot Topics in Sports Nutrition,FSHN,"Gist, T.",1,78,3.717948717948718
FSHN 199,Hot Topics in Sports Nutrition,FSHN,"Burkhalter, T.",1,49,3.5714285714285716
FSHN 201,Math for Food Science,FSHN,"Takhar, P.",2,49,3.489591836734694
FSHN 220,Principles of Nutrition,FSHN,"Helferich, W.",5,257,3.6731517509727625
FSHN 231,Food Systems Cacao & Chocolate,FSHN,"Engeseth, N.",2,63,3.973492063492064
FSHN 232,Science of Food Preparation,FSHN,All Sections,9,310,3.634677419354839
FSHN 232,Science of Food Preparation,FSHN,"Ma, S.",8,281,3.662241992882562
FSHN 232,Science of Food Preparation,FSHN,"Craft, J.",1,29,3.3675862068965516
FSHN 249,Food Service Sanitation,FSHN,"Craft, J.",7,182,3.8278021978021983
FSHN 250,Nutritional Physiology I,FSHN,"Amengual Terras, J.",2,47,3.6808510638297873
FSHN 251,Nutritional Physiology II,FSHN,"Amengual Terras, J.",2,52,3.826923076923077
FSHN 260,Raw Materials for Processing,FSHN,All Sections,5,145,3.7175172413793103
FSHN 260,Raw Materials for Processing,FSHN,"Lee, Y.",2,61,3.798032786885246
FSHN 260,Raw Materials for Processing,FSHN,"Turasan Ozturk, H.",1,22,3.6672727272727275
FSHN 260,Raw Materials for Processing,FSHN,"Padua, G.",2,62,3.6561290322580646
FSHN 302,Sensory Evaluation of Foods,FSHN,All Sections,3,88,3.8790909090909094
FSHN 302,Sensory Evaluation of Foods,FSHN,"Madson, J.",1,33,3.909090909090909
FSHN 302,Sensory Evaluation of Foods,FSHN,"Lee, S.",2,55,3.861090909090909
FSHN 322,Nutrition and the Life Cycle,FSHN,"Karduck, J.",5,208,3.763028846153847
FSHN 329,Communication in Nutrition,FSHN,"Karduck, J.",5,155,3.742000000000001
FSHN 340,Food Production and Service,FSHN,"Craft, J.",1,21,3.857619047619048
FSHN 343,Foundations in Beverage Mgmt,FSHN,"Brotherton, J.",4,692,3.9297543352601156
FSHN 345,Strategic Operations Mgmt,FSHN,"Madson, J.",3,142,3.885
FSHN 414,Food Chemistry,FSHN,"Engeseth, N.",5,211,3.7627488151658772
FSHN 416,Food Chemistry Laboratory,FSHN,"Demejia, E.",5,136,3.5616911764705876
FSHN 418,Food Analysis,FSHN,"Cadwallader, K.",4,124,3.5751612903225807
FSHN 419,Food Ingredient Technology,FSHN,"Bohn, D.",3,74,3.914324324324325
FSHN 420,Nutritional Aspects of Disease,FSHN,"Holscher, H.",7,322,3.6477018633540377
FSHN 422,Intro Personalized Nutrition,FSHN,"Pan, Y.",5,189,3.903015873015873
FSHN 426,Biochemical Nutrition I,FSHN,"Pan, Y.",8,377,3.7384880636604776
FSHN 427,Biochemical Nutrition II,FSHN,All Sections,5,305,3.614262295081968
FSHN 427,Biochemical Nutrition II,FSHN,"Pan, Y.",1,53,3.69811320754717
FSHN 427,Biochemical Nutrition II,FSHN,"Chen, H.",4,252,3.596626984126984
FSHN 428,Community Nutrition,FSHN,All Sections,4,147,3.7284353741496594
FSHN 428,Community Nutrition,FSHN,"Hodge, K.",2,75,3.751733333333333
FSHN 428,Community Nutrition,FSHN,"Prescott, M.",2,72,3.7041666666666666
FSHN 429,Nutrition Assessment & Therapy,FSHN,All Sections,5,163,3.842576687116565
FSHN 429,Nutrition Assessment & Therapy,FSHN,"Burton, J.",1,27,3.962962962962963
FSHN 429,Nutrition Assessment & Therapy,FSHN,"Madson, J.",2,72,3.8701388888888886
FSHN 429,Nutrition Assessment & Therapy,FSHN,"Arthur, A.",2,64,3.76078125
FSHN 450,Dietetics: Professional Issues,FSHN,"Karduck, J.",3,70,3.766714285714286
FSHN 459,Nutr Foc Phys Assessment,FSHN,"Madson, J.",1,27,3.962962962962963
FSHN 460,Food Processing Engineering,FSHN,"Wang, Y.",6,182,3.8134065934065937
FSHN 461,Food Processing I,FSHN,"Artz, W.",1,22,3.803636363636364
FSHN 462,Food Processing II,FSHN,"Takhar, P.",1,21,3.3652380952380954
FSHN 464,Beverage Science & Technology,FSHN,"Bohn, D.",2,87,3.8042528735632186
FSHN 465,Principles of Food Technology,FSHN,"Lee, Y.",1,26,3.7046153846153844
FSHN 471,Food & Industrial Microbiology,FSHN,All Sections,6,321,3.421588785046728
FSHN 471,Food & Industrial Microbiology,FSHN,"Jin, Y.",1,25,3.7604
FSHN 471,Food & Industrial Microbiology,FSHN,"Miller, M.",5,296,3.392972972972973
FSHN 472,Applied Food Microbiology,FSHN,"Stasiewicz, M.",5,141,3.5557446808510633
FSHN 480,Basic Toxicology,FSHN,"Madak-Erdogan, Z.",1,34,3.9220588235294125
FSHN 481,Food Processing Unit Ops I,FSHN,All Sections,4,188,3.5143617021276596
FSHN 481,Food Processing Unit Ops I,FSHN,"Xu, C.",1,44,3.6747727272727273
FSHN 481,Food Processing Unit Ops I,FSHN,"Feng, H.",3,144,3.465347222222222
FSHN 482,Food Processing Unit Ops I Lab,FSHN,"Lee, Y.",2,45,3.888888888888889
FSHN 483,Food Processing Unit Ops II,FSHN,All Sections,5,199,3.4237185929648244
FSHN 483,Food Processing Unit Ops II,FSHN,"Ozturk, O.",2,91,3.531428571428571
FSHN 483,Food Processing Unit Ops II,FSHN,"Feng, H.",3,108,3.332962962962963
FSHN 514,Advanced Food Chemistry,FSHN,"Bohn, D.",2,52,3.8907692307692305
FSHN 595,Advanced Food Processing,FSHN,"Feng, H.",1,34,3.5782352941176474
FSHN 595,Fd Safety for Glbl Fd Security,FSHN,"Stasiewicz, M.",2,43,3.8606976744186046
FSHN 595,Genetics Epigenetics Nutrition,FSHN,"Pan, Y.",1,26,3.9742307692307692
FSHN 595,Nutr Trtment Eating Disorder,FSHN,"Burton, J.",1,25,3.7864
FSHN 595,Water Relations in Foods,FSHN,"Schmidt, S.",2,74,3.923378378378378
GCL 144,Stereotypes & Discrimination,GCL,"Stern, C.",1,24,3.8054166666666664
GEOG 100,Introduction to Meteorology,GEOG,"Frame, J.",1,102,2.934901960784314
GEOG 101,Global Development&Environment,GEOG,All Sections,9,1087,3.768583256669733
GEOG 101,Global Development&Environment,GEOG,"Zaimi, R.",2,62,3.806451612903226
GEOG 101,Global Development&Environment,GEOG,"Adovor Tsikudo, A.",3,529,3.8028922495274102
GEOG 101,Global Development&Environment,GEOG,"Butcher, S.",2,432,3.754722222222222
GEOG 101,Global Development&Environment,GEOG,"Liu, D.",1,32,3.6875
GEOG 101,Global Development&Environment,GEOG,"Weber, L.",1,32,3.39625
GEOG 103,Earth's Physical Systems,GEOG,"Cienciala, P.",3,111,3.2343243243243247
GEOG 105,The Digital Earth,GEOG,"Jefferson, B.",3,149,3.4388590604026845
GEOG 106,Geographies of Globalization,GEOG,All Sections,3,286,3.5256293706293707
GEOG 106,Geographies of Globalization,GEOG,"Alvarado, N.",2,215,3.65893023255814
GEOG 106,Geographies of Globalization,GEOG,"Adovor Tsikudo, A.",1,71,3.1219718309859155
GEOG 204,Cities of the World,GEOG,All Sections,7,247,3.335910931174089
GEOG 204,Cities of the World,GEOG,"Planey, D.",1,26,3.5892307692307694
GEOG 204,Cities of the World,GEOG,"Butcher, S.",1,107,3.386168224299065
GEOG 204,Cities of the World,GEOG,"Cidell, J.",1,26,3.3334615384615387
GEOG 204,Cities of the World,GEOG,"Roberts, N.",3,65,3.230769230769231
GEOG 204,Cities of the World,GEOG,"Melendez Bernar, M.",1,23,3.1156521739130434
GEOG 205,Business Location Decisions,GEOG,"McLafferty, S.",1,21,3.254761904761905
GEOG 210,Social & Environmental Issues,GEOG,All Sections,5,478,3.188995815899582
GEOG 210,Social & Environmental Issues,GEOG,"Adovor Tsikudo, A.",3,306,3.21781045751634
GEOG 210,Social & Environmental Issues,GEOG,"Alvarado, N.",2,172,3.137732558139535
GEOG 221,Geographies of Global Conflict,GEOG,"Jefferson, B.",2,69,3.8600000000000003
GEOG 222,Big Rivers of the World,GEOG,"Best, J.",1,24,3.0700000000000003
GEOG 254,"American People, Places, & Env",GEOG,All Sections,2,45,3.7924444444444445
GEOG 254,"American People, Places, & Env",GEOG,"Wilson, D.",1,24,3.9304166666666664
GEOG 254,"American People, Places, & Env",GEOG,"Cidell, J.",1,21,3.6347619047619046
GEOG 280,Intro to Social Statistics,GEOG,"Wu, M.",1,31,3.1725806451612906
GEOG 350,Sustainability and the City,GEOG,"Wilson, D.",1,25,3.826
GEOG 371,Spatial Analysis,GEOG,All Sections,3,88,3.413295454545454
GEOG 371,Spatial Analysis,GEOG,"McLafferty, S.",2,58,3.4424137931034484
GEOG 371,Spatial Analysis,GEOG,"Minn, M.",1,30,3.357
GEOG 379,Intro to GIS Systems,GEOG,All Sections,7,395,3.3382025316455692
GEOG 379,Intro to GIS Systems,GEOG,"Kashem, M.",1,49,3.3542857142857145
GEOG 379,Intro to GIS Systems,GEOG,"Minn, M.",3,206,3.341990291262136
GEOG 379,Intro to GIS Systems,GEOG,"Winata, F.",3,140,3.3270000000000004
